soil_type,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,ph,season,crop_label
Loamy,91,78,47,31.11,83.03,120.98,5.88,Rabi,Sugarcane
Red,54,69,68,18.46,72.75,249.92,7.41,Kharif,Wheat
Sandy,95,61,59,22.98,71.27,299.8,6.28,Kharif,Cotton
Sandy,66,53,45,27.88,65.33,218.54,7.22,Kharif,Cotton
Black,66,75,34,28.84,70.56,56.33,6.81,Zaid,Cotton
Loamy,50,23,68,31.73,76.78,93.57,6.32,Zaid,Soybean
Black,87,24,34,19.56,79.98,172.0,7.27,Rabi,Rice
Black,42,59,34,21.54,54.39,260.39,5.64,Rabi,Maize
Red,62,34,32,32.64,68.89,90.29,6.86,Kharif,Wheat
Red,87,40,39,23.59,76.75,207.61,6.84,Zaid,Maize
Black,69,67,37,20.24,82.8,209.2,5.68,Kharif,Maize
Clay,71,72,59,18.43,82.32,56.24,6.42,Rabi,Maize
Loamy,44,72,58,31.59,66.05,274.17,7.08,Rabi,Cotton
Sandy,89,20,54,33.42,54.29,135.89,5.76,Zaid,Sugarcane
Clay,91,71,65,33.59,65.27,206.41,7.35,Kharif,Groundnut
Clay,86,20,45,33.56,67.71,124.07,5.66,Zaid,Groundnut
Black,97,44,35,19.08,80.75,205.52,5.7,Rabi,Groundnut
Red,80,27,62,19.94,67.78,215.4,7.46,Kharif,Sugarcane
Loamy,96,78,35,18.33,78.22,214.34,7.22,Rabi,Rice
Clay,80,51,25,34.65,47.39,173.81,6.35,Kharif,Sugarcane
Loamy,60,70,44,18.63,71.75,158.19,6.89,Rabi,Rice
Sandy,88,59,20,22.88,87.16,117.62,5.86,Rabi,Maize
Clay,99,53,48,34.36,89.06,97.13,6.04,Zaid,Rice
Loamy,81,35,62,28.71,44.8,212.73,6.98,Rabi,Wheat
Black,62,76,54,24.29,50.25,161.93,6.73,Zaid,Groundnut
Black,94,32,45,30.49,76.63,133.38,5.88,Rabi,Maize
Black,78,57,34,32.91,41.53,217.15,6.9,Zaid,Wheat
Black,95,74,59,24.98,55.87,247.17,5.86,Kharif,Rice
Black,67,58,41,27.9,49.72,100.81,6.24,Kharif,Sugarcane
Loamy,99,47,49,23.52,43.1,60.24,6.01,Kharif,Soybean
Clay,80,77,64,24.83,55.51,230.24,5.88,Zaid,Rice
Black,47,47,37,21.58,63.84,183.98,6.28,Rabi,Sugarcane
Clay,88,38,56,30.86,49.29,144.37,7.01,Zaid,Sugarcane
Black,66,37,61,30.79,82.09,108.96,5.72,Kharif,Soybean
Red,84,20,42,29.19,60.41,147.15,6.55,Kharif,Soybean
Black,95,40,20,23.3,77.34,100.47,6.52,Rabi,Cotton
Clay,69,72,69,21.9,45.2,68.05,7.43,Kharif,Groundnut
Sandy,47,23,53,19.9,72.01,279.41,7.22,Rabi,Rice
Black,47,27,27,28.31,88.0,293.78,6.56,Rabi,Groundnut
Sandy,56,68,32,19.46,40.13,172.56,6.3,Rabi,Wheat
Black,79,27,66,19.86,46.58,160.79,6.1,Kharif,Wheat
Black,77,22,55,31.04,64.75,172.85,6.28,Rabi,Cotton
Black,42,75,46,25.05,50.65,171.1,6.25,Rabi,Cotton
Red,60,75,67,19.24,65.85,79.44,5.62,Kharif,Soybean
Clay,70,72,45,19.16,61.48,193.1,5.93,Rabi,Sugarcane
Loamy,48,74,48,33.79,60.97,176.98,5.89,Rabi,Cotton
Loamy,62,75,63,29.29,52.77,238.6,6.11,Kharif,Rice
Red,89,45,61,23.02,67.44,265.69,6.5,Kharif,Soybean
Clay,41,35,43,21.21,86.4,241.67,5.84,Zaid,Wheat
Sandy,81,21,39,24.13,47.06,140.11,5.56,Rabi,Wheat
Red,87,34,34,35.0,81.83,153.11,6.87,Rabi,Wheat
Red,68,72,42,29.33,63.31,210.24,6.18,Zaid,Rice
Black,96,71,55,30.23,83.16,174.48,6.31,Rabi,Wheat
Clay,59,48,23,26.49,40.52,74.93,7.11,Zaid,Cotton
Red,59,74,63,23.31,64.1,170.58,6.17,Rabi,Maize
Black,46,36,54,27.4,83.59,57.87,6.5,Rabi,Soybean
Clay,70,28,29,27.11,71.11,101.5,7.31,Kharif,Wheat
Black,58,23,65,18.12,61.13,283.85,5.78,Zaid,Rice
Red,47,43,36,32.42,72.75,144.63,6.27,Kharif,Wheat
Black,66,73,61,32.74,65.9,103.49,6.38,Zaid,Rice
Sandy,65,26,22,20.17,44.74,201.73,7.22,Kharif,Cotton
Sandy,60,46,38,21.51,53.51,223.41,5.98,Kharif,Groundnut
Clay,48,50,47,30.12,65.67,234.39,6.48,Zaid,Wheat
Red,75,68,55,22.43,74.59,291.38,6.95,Zaid,Rice
Clay,95,53,38,28.44,66.65,122.31,6.77,Zaid,Groundnut
Red,90,22,54,31.66,44.96,159.64,6.71,Kharif,Wheat
Loamy,91,66,42,33.34,80.23,135.43,7.16,Kharif,Maize
Clay,82,67,43,33.29,54.99,183.48,6.14,Zaid,Maize
Clay,55,31,23,28.14,55.7,280.24,7.32,Kharif,Soybean
Clay,52,36,37,33.53,59.95,178.36,6.51,Rabi,Cotton
Red,45,66,32,23.79,43.11,245.32,6.07,Rabi,Rice
Black,82,45,24,23.43,72.46,70.07,6.74,Kharif,Rice
Black,51,68,62,33.39,54.31,223.4,5.85,Kharif,Maize
